Test unit,R5
Reference,Mazzon (2010)
-0.03,-28.2,-0.002
-0.04,-28.9,-0.003
-0.05,-29.5,-0.004
-0.07,-30.3,-0.005
-0.07,-30.8,-0.005
-0.07,-31.1,-0.005
-0.08,-31.5,-0.006
-0.08,-31.6,-0.006
-0.09,-31.8,-0.006
-0.09,-32.4,-0.007
-0.1,-33,-0.007
-0.11,-33.9,-0.008
-0.12,-34.4,-0.008
-0.12,-34.4,-0.008
-0.12,-35,-0.009
-0.12,-35.8,-0.008
-0.13,-36.6,-0.009
-0.14,-37.1,-0.01
-0.15,-37,-0.01
-0.16,-37.5,-0.011
-0.16,-38.5,-0.012
-0.17,-39.3,-0.012
-0.17,-39.6,-0.012
-0.18,-40,-0.012
-0.18,-40.8,-0.013
-0.19,-41.4,-0.013
-0.2,-41.8,-0.014
-0.2,-42.1,-0.014
-0.2,-42.6,-0.014
-0.21,-43,-0.015
-0.21,-43.2,-0.015
-0.2,-43.4,-0.014
-0.2,-43.6,-0.014
-0.21,-44.2,-0.015
-0.22,-44.9,-0.016
-0.23,-45.4,-0.016
-0.24,-45.5,-0.017
-0.24,-45.7,-0.017
-0.25,-46.3,-0.017
-0.25,-46.8,-0.018
-0.26,-47.1,-0.018
-0.26,-47.3,-0.018
-0.26,-47.7,-0.018
-0.27,-48.6,-0.019
-0.27,-48.9,-0.019
-0.27,-48.8,-0.019
-0.28,-48.8,-0.019
-0.27,-48.9,-0.019
-0.26,-49.3,-0.018
-0.27,-49.6,-0.019
-0.28,-50.1,-0.02
-0.29,-50.8,-0.02
-0.3,-50.8,-0.021
-0.3,-50.6,-0.021
-0.3,-50.5,-0.021
-0.3,-50.5,-0.021
-0.31,-51.1,-0.022
-0.32,-51.8,-0.022
-0.32,-51.8,-0.022
-0.32,-52,-0.022
-0.33,-52.6,-0.023
-0.33,-52.9,-0.023
-0.33,-52.7,-0.023
-0.33,-52.6,-0.023
-0.33,-52.6,-0.023
-0.32,-52.9,-0.022
-0.33,-53.5,-0.023
-0.34,-53.7,-0.024
-0.35,-53.5,-0.024
-0.35,-53.5,-0.024
-0.36,-53.7,-0.025
-0.36,-53.7,-0.025
-0.36,-53.6,-0.025
-0.36,-54,-0.025
-0.37,-54.9,-0.026
-0.37,-55,-0.026
-0.37,-54.3,-0.026
-0.37,-53.2,-0.026
-0.37,-52.9,-0.026
-0.37,-53.1,-0.026
-0.37,-53.5,-0.026
-0.36,-54.2,-0.025
-0.36,-55,-0.025
-0.37,-55.6,-0.026
-0.38,-55.6,-0.027
-0.39,-55.2,-0.027
-0.39,-54.3,-0.027
-0.39,-53.8,-0.028
-0.39,-53.4,-0.028
-0.39,-53.1,-0.027
-0.39,-52.9,-0.027
-0.39,-52.6,-0.027
-0.39,-52.6,-0.027
-0.39,-52.5,-0.027
-0.39,-52.6,-0.027
-0.39,-53.1,-0.027
-0.39,-53.3,-0.027
-0.39,-53.2,-0.027
-0.38,-53.2,-0.026
-0.38,-53.1,-0.026
-0.39,-53.1,-0.027
-0.39,-53.1,-0.027
-0.39,-52.8,-0.028
-0.4,-52.3,-0.028
-0.4,-52.2,-0.028
-0.39,-52.4,-0.028
-0.39,-52.7,-0.028
-0.39,-52.8,-0.028
-0.39,-52.6,-0.028
-0.39,-51.8,-0.027
-0.39,-50.7,-0.027
-0.39,-50.3,-0.027
-0.39,-50.3,-0.027
-0.39,-49.9,-0.027
-0.39,-49,-0.027
-0.38,-48,-0.026
-0.39,-46.9,-0.027
-0.39,-45.6,-0.027
-0.4,-44.1,-0.028
-0.41,-42.8,-0.029
-0.42,-41.4,-0.029
-0.42,-40.1,-0.029
-0.41,-38.8,-0.029
-0.41,-37.5,-0.028
-0.4,-37,-0.028
-0.4,-37.1,-0.028
-0.4,-37.5,-0.028
-0.4,-37.6,-0.028
-0.4,-37.3,-0.028
-0.4,-36.1,-0.028
-0.39,-34.6,-0.027
-0.37,-33.7,-0.026
-0.37,-33.3,-0.026
-0.37,-33.6,-0.026
-0.38,-34.9,-0.026
-0.38,-35.4,-0.026
-0.38,-35.1,-0.027
-0.38,-33.7,-0.027
-0.38,-32.2,-0.027
-0.37,-30.8,-0.026
-0.37,-30.1,-0.026
-0.36,-30,-0.025
-0.36,-30.5,-0.025
-0.36,-30.8,-0.025
-0.36,-30.7,-0.025
-0.36,-30,-0.025
-0.35,-28.6,-0.025
-0.34,-27.2,-0.024
-0.32,-26.4,-0.022
-0.32,-26.4,-0.022
-0.32,-26.7,-0.023
-0.33,-26.8,-0.023
-0.33,-25.9,-0.023
-0.32,-24.8,-0.022
-0.31,-24.1,-0.022
-0.31,-23.6,-0.021
-0.3,-22.9,-0.021
-0.29,-22.4,-0.021
-0.29,-22.1,-0.02
-0.29,-21.6,-0.02
-0.28,-20.8,-0.019
-0.27,-20.1,-0.019
-0.27,-19.6,-0.019
-0.26,-19.3,-0.018
-0.25,-18.8,-0.017
-0.23,-17.8,-0.016
-0.23,-17.2,-0.016
-0.23,-16.8,-0.016
-0.23,-16.1,-0.016
-0.23,-15.5,-0.016
-0.22,-15.2,-0.016
-0.22,-14.9,-0.015
-0.21,-14,-0.015
-0.2,-13.2,-0.014
-0.19,-12.6,-0.014
-0.19,-11.9,-0.013
-0.18,-11,-0.012
-0.17,-10.2,-0.012
-0.17,-9.7,-0.012
-0.16,-9.4,-0.011
-0.16,-8.8,-0.011
-0.13,-7.9,-0.009
-0.13,-7.3,-0.009
-0.13,-6.9,-0.009
-0.13,-6.3,-0.009
-0.13,-5.5,-0.009
-0.12,-4.8,-0.009
-0.12,-4.6,-0.008
-0.12,-4.2,-0.008
-0.11,-3.6,-0.008
-0.11,-3,-0.008
-0.1,-2.5,-0.007
-0.1,-1.8,-0.007
-0.09,-1.2,-0.006
-0.09,-0.8,-0.006
-0.08,-0.4,-0.006
-0.08,-0.1,-0.006
-0.07,0.6,-0.005
-0.05,1.3,-0.004
-0.05,1.7,-0.004
-0.06,1.9,-0.004
-0.06,2.2,-0.004
-0.06,2.5,-0.004
-0.05,3.3,-0.004
-0.05,3.6,-0.003
-0.04,5.1,-0.002
-0.02,7.6,-0.001
0.01,10.4,0
0.03,12.4,0.002
0.04,13.3,0.003
0.04,13.1,0.003
0.04,12.6,0.003
0.04,12.6,0.003
0.05,14,0.004
0.07,15.9,0.005
0.1,17.4,0.007
0.1,18.4,0.007
0.1,19.1,0.007
0.1,19.8,0.007
0.11,20.6,0.008
0.11,21.8,0.008
0.12,23,0.009
0.13,24.1,0.009
0.14,25,0.01
0.15,25.3,0.01
0.16,25.6,0.011
0.16,26.2,0.011
0.17,27.1,0.012
0.18,27.8,0.012
0.19,28.7,0.013
0.2,29.5,0.014
0.22,30.3,0.015
0.23,31.1,0.016
0.22,31.9,0.016
0.23,32.7,0.016
0.23,33.2,0.016
0.24,33.8,0.017
0.24,34.4,0.017
0.25,35,0.017
0.26,35.7,0.018
0.26,36.4,0.018
0.27,37.4,0.019
0.28,38,0.02
0.29,38.2,0.02
0.29,38.5,0.02
0.29,38.9,0.02
0.3,39.2,0.021
0.31,39.4,0.021
0.33,39.7,0.023
0.33,40.7,0.023
0.33,41.4,0.023
0.33,41.8,0.023
0.34,42.1,0.024
0.34,42.5,0.024
0.35,42.9,0.024
0.36,43.3,0.025
0.36,43.3,0.025
0.37,43.3,0.026
0.37,43.2,0.026
0.37,43.4,0.026
0.38,44,0.027
0.39,44.8,0.027
0.4,45,0.028
0.4,44.9,0.028
0.42,44.7,0.029
0.43,44.8,0.03
0.42,44.6,0.03
0.42,44.4,0.029
0.41,44.3,0.029
0.42,44.8,0.029
0.43,45.8,0.03
0.44,46.5,0.031
0.44,46.2,0.031
0.44,45.8,0.031
0.44,45.2,0.031
0.44,45,0.031
0.44,45.1,0.031
0.45,46,0.032
0.46,46.9,0.032
0.46,47.1,0.032
0.47,47.3,0.033
0.49,47.1,0.034
0.49,46.7,0.034
0.48,46.5,0.033
0.48,46.5,0.033
0.47,46.9,0.033
0.48,47.1,0.033
0.48,47.2,0.034
0.49,47.3,0.034
0.49,47.1,0.034
0.49,46.7,0.034
0.49,46.7,0.034
0.49,46.6,0.034
0.49,46.4,0.034
0.49,46.3,0.034
0.49,46.3,0.035
0.5,46.1,0.035
0.5,45.5,0.035
0.52,44.7,0.036
0.51,44.6,0.036
0.5,44.6,0.035
0.5,44.5,0.035
0.5,43.8,0.035
0.49,42.8,0.035
0.5,42,0.035
0.5,41.3,0.035
0.5,41,0.035
0.5,41.1,0.035
0.5,40.9,0.035
0.5,39.9,0.035
0.5,39,0.035
0.51,37.4,0.035
0.51,35.2,0.035
0.51,33.5,0.035
0.51,32.2,0.036
0.51,31.1,0.036
0.5,30.4,0.035
0.5,29.8,0.035
0.5,29.1,0.035
0.49,28,0.034
0.49,26.9,0.034
0.49,26.3,0.034
0.49,25.7,0.034
0.49,25.1,0.034
0.48,24.4,0.034
0.49,23.9,0.034
0.49,23.4,0.034
0.48,22.9,0.034
0.48,22.1,0.033
0.47,21.5,0.033
0.47,20.8,0.033
0.48,20.2,0.033
0.47,19.9,0.033
0.46,19.2,0.032
0.45,18.2,0.032
0.44,17.5,0.031
0.44,17.2,0.031
0.44,16.8,0.031
0.43,16.2,0.03
0.43,15.5,0.03
0.42,14.9,0.03
0.42,14.1,0.029
0.41,13.3,0.029
0.41,12.9,0.029
0.41,12.4,0.029
0.4,11.7,0.028
0.4,10.9,0.028
0.4,10.3,0.028
0.4,9.6,0.028
0.39,8.8,0.027
0.38,8,0.026
0.37,7.2,0.026
0.36,6.4,0.025
0.35,5.7,0.024
0.35,5.3,0.024
0.34,4.9,0.024
0.33,4,0.023
0.33,3,0.023
0.32,2.4,0.022
0.31,1.9,0.022
0.31,1.2,0.022
0.3,0.5,0.021
0.3,0.3,0.021
0.3,0.2,0.021
0.31,0,0.021
0.3,-0.2,0.021
0.29,-0.3,0.021
0.29,-0.5,0.02
0.28,-1.3,0.019
0.26,-3.5,0.018
0.24,-7.1,0.017
0.22,-9.4,0.015
0.21,-10.6,0.015
0.2,-11.1,0.014
0.2,-11.6,0.014
0.19,-12.6,0.013
0.18,-13.2,0.013
0.18,-13.8,0.012
0.17,-14.8,0.012
0.16,-15.6,0.011
0.16,-16.4,0.011
0.16,-17.5,0.011
0.15,-18.7,0.01
0.13,-19.6,0.009
0.12,-20.3,0.008
0.11,-21.3,0.007
0.1,-22.4,0.007
0.1,-23.2,0.007
0.09,-24,0.006
0.08,-24.7,0.006
0.08,-25.4,0.005
0.06,-26.4,0.005
0.05,-27.4,0.004
0.05,-27.9,0.003
0.04,-28.4,0.003
0.03,-29.5,0.002
0.02,-30.6,0.002
0.02,-31.3,0.002
0.02,-32.1,0.002
0,-33.4,0
-0.02,-34.2,-0.001
-0.03,-34.8,-0.002
-0.04,-35.5,-0.003
-0.05,-36.3,-0.003
-0.06,-37,-0.004
-0.07,-37.8,-0.005
-0.08,-38.7,-0.006
-0.09,-39.4,-0.006
-0.1,-40,-0.007
-0.1,-40.8,-0.007
-0.12,-41.6,-0.008
-0.12,-42.2,-0.008
-0.13,-42.6,-0.009
-0.14,-43.4,-0.01
-0.14,-44.6,-0.01
-0.15,-45.3,-0.01
-0.16,-46,-0.011
-0.18,-46.8,-0.012
-0.19,-47.6,-0.013
-0.2,-48.1,-0.014
-0.21,-48.9,-0.015
-0.22,-49.4,-0.015
-0.22,-49.9,-0.016
-0.23,-50.7,-0.016
-0.24,-51.7,-0.017
-0.25,-52.3,-0.017
-0.26,-52.5,-0.018
-0.26,-52.8,-0.018
-0.27,-53.4,-0.019
-0.28,-54,-0.019
-0.28,-54.6,-0.019
-0.28,-55.2,-0.019
-0.29,-55.7,-0.02
-0.31,-56.2,-0.021
-0.31,-56.8,-0.022
-0.33,-57.3,-0.023
-0.33,-57.7,-0.023
-0.34,-58.2,-0.024
-0.35,-58.9,-0.024
-0.36,-59.3,-0.025
-0.36,-59.6,-0.025
-0.36,-60.2,-0.025
-0.37,-60.5,-0.026
-0.37,-60.4,-0.026
-0.38,-60.5,-0.027
-0.38,-60.8,-0.027
-0.39,-60.9,-0.027
-0.38,-61,-0.027
-0.38,-61.2,-0.027
-0.4,-61.7,-0.028
-0.41,-62.1,-0.029
-0.42,-62.7,-0.03
-0.44,-63.5,-0.031
-0.45,-63.8,-0.031
-0.45,-63.9,-0.031
-0.45,-64.2,-0.032
-0.46,-64.4,-0.032
-0.46,-64.5,-0.032
-0.47,-64.5,-0.033
-0.47,-64.5,-0.033
-0.48,-64.6,-0.033
-0.48,-64.7,-0.034
-0.48,-65.1,-0.034
-0.49,-65.3,-0.034
-0.48,-65.2,-0.033
-0.48,-65.2,-0.034
-0.5,-65.6,-0.035
-0.51,-66,-0.035
-0.52,-66.3,-0.036
-0.53,-66.5,-0.037
-0.53,-66.2,-0.037
-0.53,-66,-0.037
-0.53,-66.2,-0.037
-0.54,-66.8,-0.038
-0.55,-67,-0.038
-0.55,-66.7,-0.038
-0.55,-66.4,-0.038
-0.55,-66.2,-0.038
-0.55,-66.2,-0.039
-0.56,-66.8,-0.039
-0.56,-67.2,-0.039
-0.55,-67.2,-0.038
-0.56,-67.1,-0.039
-0.57,-67,-0.04
-0.57,-67.2,-0.04
-0.58,-67.5,-0.041
-0.59,-67.7,-0.041
-0.59,-67.4,-0.041
-0.59,-67.2,-0.041
-0.59,-67.2,-0.041
-0.59,-67.4,-0.041
-0.6,-67.3,-0.042
-0.6,-66.8,-0.042
-0.6,-66,-0.042
-0.6,-65.6,-0.042
-0.6,-65.5,-0.042
-0.6,-65.6,-0.042
-0.59,-65.9,-0.041
-0.59,-66.1,-0.041
-0.59,-66.2,-0.041
-0.6,-66.1,-0.042
-0.6,-66,-0.042
-0.61,-66.6,-0.042
-0.61,-66.8,-0.043
-0.61,-65.8,-0.043
-0.61,-64.2,-0.043
-0.62,-63.2,-0.043
-0.62,-62.6,-0.043
-0.62,-62.1,-0.043
-0.62,-61.5,-0.044
-0.63,-60.4,-0.044
-0.63,-58.9,-0.044
-0.63,-58,-0.044
-0.62,-57.1,-0.043
-0.61,-56.2,-0.043
-0.62,-55.5,-0.043
-0.62,-54.9,-0.044
-0.63,-54.1,-0.044
-0.63,-53.1,-0.044
-0.63,-52.2,-0.044
-0.63,-51.5,-0.044
-0.63,-50.8,-0.044
-0.63,-50.5,-0.044
-0.63,-50.4,-0.044
-0.63,-50.1,-0.044
-0.63,-49.9,-0.044
-0.63,-49.6,-0.044
-0.62,-48.9,-0.043
-0.62,-48.2,-0.043
-0.61,-48.2,-0.043
-0.6,-48.2,-0.042
-0.59,-47.5,-0.041
-0.59,-47.3,-0.041
-0.6,-47,-0.042
-0.6,-46.8,-0.042
-0.6,-46.4,-0.042
-0.59,-45.5,-0.041
-0.58,-44.3,-0.041
-0.58,-43.9,-0.04
-0.58,-43.6,-0.04
-0.57,-42.8,-0.04
-0.56,-42.1,-0.039
-0.56,-41.5,-0.039
-0.55,-41,-0.038
-0.55,-40.6,-0.038
-0.55,-40.4,-0.038
-0.54,-39.8,-0.038
-0.52,-39.1,-0.036
-0.51,-38.6,-0.036
-0.52,-38.5,-0.036
-0.52,-37.7,-0.036
-0.51,-36.5,-0.036
-0.5,-35.5,-0.035
-0.49,-34.7,-0.034
-0.49,-34.2,-0.034
-0.48,-34.2,-0.034
-0.48,-34.1,-0.034
-0.47,-33,-0.033
-0.46,-31.8,-0.032
-0.45,-30.9,-0.032
-0.44,-30.2,-0.031
-0.44,-29.7,-0.031
-0.43,-29,-0.03
-0.42,-28,-0.029
-0.4,-27.3,-0.028
-0.4,-26.8,-0.028
-0.4,-26.1,-0.028
-0.4,-25.3,-0.028
-0.39,-24.5,-0.027
-0.38,-23.5,-0.027
-0.37,-22.4,-0.026
-0.36,-21.7,-0.025
-0.35,-21.3,-0.024
-0.34,-20.4,-0.024
-0.33,-19.5,-0.023
-0.32,-18.8,-0.022
-0.31,-18.2,-0.022
-0.31,-17.8,-0.022
-0.3,-17.2,-0.021
-0.29,-16.3,-0.021
-0.27,-15.3,-0.019
-0.26,-14.5,-0.018
-0.25,-13.3,-0.018
-0.25,-12.1,-0.017
-0.25,-11.2,-0.017
-0.24,-10.2,-0.017
-0.23,-9.3,-0.016
-0.22,-8.6,-0.016
-0.21,-7.5,-0.015
-0.2,-6.6,-0.014
-0.2,-6.2,-0.014
-0.19,-5.8,-0.013
-0.18,-5,-0.013
-0.17,-4.2,-0.012
-0.17,-3.4,-0.012
-0.16,-2.3,-0.011
-0.15,-1.3,-0.01
-0.13,-0.7,-0.009
-0.12,-0.2,-0.009
-0.13,0.4,-0.009
-0.12,1.2,-0.009
-0.12,1.6,-0.008
-0.12,2,-0.008
-0.12,2.2,-0.008
-0.11,2.5,-0.008
-0.1,3.2,-0.007
-0.1,3.4,-0.007
-0.09,4.4,-0.006
-0.07,6.1,-0.005
-0.06,8.4,-0.004
-0.04,10.5,-0.002
-0.02,12.1,-0.001
-0.01,12.8,-0
0,12.7,0
0.01,12.7,0.001
0.01,13.1,0.001
0.01,13.9,0.001
0.02,15.3,0.001
0.03,16.8,0.002
0.04,17.8,0.003
0.05,18.7,0.004
0.06,19.3,0.004
0.07,19.8,0.005
0.08,20.5,0.005
0.09,21.6,0.006
0.09,22.4,0.007
0.1,23.7,0.007
0.11,24.5,0.008
0.12,24.9,0.008
0.12,25,0.009
0.14,25.9,0.01
0.16,26.9,0.011
0.16,27.7,0.011
0.16,28.1,0.011
0.16,28.4,0.011
0.17,29.5,0.012
0.18,30.7,0.013
0.19,31.7,0.013
0.2,32,0.014
0.2,32.4,0.014
0.21,33.1,0.015
0.22,33.7,0.015
0.23,34.6,0.016
0.23,35.2,0.016
0.24,35.7,0.017
0.25,36.3,0.017
0.26,36.8,0.018
0.27,37.3,0.019
0.28,37.8,0.019
0.27,38.4,0.019
0.28,38.4,0.019
0.28,38.9,0.019
0.28,39.3,0.02
0.29,39.9,0.02
0.3,41.3,0.021
0.31,42.1,0.022
0.32,41.8,0.022
0.32,41.7,0.022
0.33,42.8,0.023
0.34,43.4,0.024
0.34,43.1,0.024
0.34,42.6,0.024
0.34,42.4,0.024
0.36,43.6,0.025
0.39,45.7,0.027
0.39,46.4,0.028
0.39,46,0.027
0.39,45.7,0.027
0.38,45.5,0.027
0.39,46.1,0.027
0.4,46.3,0.028
0.4,46.1,0.028
0.4,46.1,0.028
0.41,46.4,0.029
0.41,46.7,0.029
0.42,47.1,0.029
0.43,47.4,0.03
0.43,47.6,0.03
0.44,48,0.031
0.45,48.2,0.031
0.46,47.5,0.032
0.46,45.7,0.032
0.46,44.5,0.032
0.45,44.1,0.032
0.45,44.5,0.031
0.45,46.2,0.031
0.45,48.1,0.031
0.46,49.2,0.032
0.47,48.9,0.033
0.47,47.9,0.033
0.47,46.8,0.033
0.47,46.7,0.033
0.47,46.8,0.033
0.47,47.1,0.033
0.47,48.1,0.033
0.48,49.2,0.033
0.49,49.2,0.034
0.5,48.5,0.035
0.5,48,0.035
0.49,47.4,0.034
0.48,46.7,0.034
0.48,46.3,0.034
0.48,45.3,0.034
0.49,44.4,0.034
0.49,44.2,0.034
0.49,44.1,0.034
0.49,43.7,0.034
0.49,43,0.034
0.49,42.9,0.034
0.49,42.3,0.034
0.49,41.8,0.034
0.49,41.9,0.034
0.49,41.9,0.034
0.5,41.9,0.035
0.5,41.8,0.035
0.5,40.9,0.035
0.49,39.7,0.034
0.49,38.2,0.034
0.48,36.1,0.034
0.48,34.3,0.033
0.48,33.5,0.033
0.48,33.1,0.034
0.48,31.9,0.033
0.47,30.6,0.033
0.47,29.6,0.033
0.47,29.3,0.033
0.47,28.9,0.033
0.47,28.2,0.033
0.47,27.3,0.033
0.47,26.5,0.033
0.48,25.9,0.033
0.48,25.9,0.033
0.47,25.4,0.033
0.45,24.5,0.032
0.45,23.6,0.031
0.44,22.7,0.031
0.44,22.3,0.03
0.43,21.8,0.03
0.43,21.1,0.03
0.43,20.6,0.03
0.42,20.3,0.03
0.42,19.8,0.029
0.41,19.3,0.029
0.41,18.3,0.028
0.4,17,0.028
0.39,16.1,0.027
0.39,15.5,0.027
0.4,15.2,0.028
0.39,15.1,0.027
0.38,14.9,0.027
0.37,14.7,0.026
0.37,14.5,0.026
0.36,13.6,0.025
0.35,12.1,0.025
0.34,10.5,0.024
0.33,9.7,0.023
0.33,9.4,0.023
0.33,8.8,0.023
0.32,8.1,0.022
0.31,7.7,0.022
0.31,7,0.022
0.3,6,0.021
0.29,5.4,0.02
0.3,4.6,0.021
0.29,3.6,0.021
0.28,2.9,0.02
0.27,2.4,0.019
0.26,1.9,0.018
0.25,1.1,0.017
0.24,0.4,0.017
0.24,0.3,0.017
0.24,0.3,0.017
0.23,0.1,0.016
0.23,-0,0.016
0.23,-0.1,0.016
0.23,-0.5,0.016
0.22,-1.8,0.015
0.2,-5.1,0.014
0.17,-7.9,0.012
0.16,-9.5,0.011
0.16,-10.3,0.011
0.16,-10.5,0.011
0.15,-10.7,0.01
0.13,-12.1,0.009
0.11,-13.8,0.008
0.1,-14.7,0.007
0.1,-15.4,0.007
0.09,-15.7,0.006
0.09,-16.1,0.006
0.08,-17.1,0.006
0.07,-18.3,0.005
0.07,-19.4,0.005
0.05,-20.3,0.004
0.04,-21.4,0.003
0.04,-22.2,0.003
0.03,-22.9,0.002
0.03,-23.7,0.002
0.03,-24.7,0.002
0.01,-25.5,0.001
-0.01,-26.2,-0
-0.02,-26.9,-0.001
-0.03,-27.6,-0.002
-0.04,-28.5,-0.003
-0.05,-29.3,-0.003
-0.06,-30.2,-0.004
-0.07,-31.2,-0.005
-0.08,-31.9,-0.006
-0.09,-32.5,-0.006
-0.09,-33.2,-0.007
-0.1,-33.8,-0.007
-0.1,-34.4,-0.007
-0.11,-35.2,-0.008
-0.12,-36.1,-0.009
-0.12,-36.9,-0.008
-0.12,-37.4,-0.009
-0.14,-37.8,-0.01
-0.15,-38.6,-0.011
-0.16,-39.3,-0.011
-0.17,-40,-0.012
-0.18,-40.8,-0.013
-0.19,-41.6,-0.013
-0.2,-42.8,-0.014
-0.21,-43.9,-0.015
-0.22,-44.5,-0.015
-0.23,-45.1,-0.016
-0.24,-45.9,-0.017
-0.25,-46.8,-0.017
-0.26,-47.2,-0.018
-0.26,-47.3,-0.018
-0.26,-47.7,-0.019
-0.25,-47.6,-0.018
-0.26,-48.2,-0.018
-0.29,-49.7,-0.02
-0.31,-50.9,-0.021
-0.32,-51.7,-0.022
-0.33,-52.4,-0.023
-0.34,-52.7,-0.023
-0.34,-53,-0.024
-0.35,-53.8,-0.025
-0.36,-54.2,-0.025
-0.36,-54.4,-0.025
-0.37,-55,-0.026
-0.38,-55.5,-0.026
-0.39,-56.1,-0.027
-0.4,-56.8,-0.028
-0.4,-57.4,-0.028
-0.41,-57.9,-0.028
-0.4,-58.4,-0.028
-0.42,-58.7,-0.029
-0.43,-58.9,-0.03
-0.44,-59.5,-0.03
-0.45,-60.2,-0.031
-0.46,-60.5,-0.032
-0.46,-60.6,-0.032
-0.46,-60.5,-0.032
-0.46,-60.9,-0.032
-0.47,-61.5,-0.033
-0.48,-61.9,-0.033
-0.48,-62.5,-0.034
-0.49,-63.3,-0.035
-0.5,-63.8,-0.035
-0.5,-63.8,-0.035
-0.5,-63.6,-0.035
-0.49,-63.7,-0.035
-0.5,-64.2,-0.035
-0.51,-64.3,-0.036
-0.52,-64.4,-0.036
-0.53,-64.5,-0.037
-0.53,-64.5,-0.037
-0.53,-64.5,-0.037
-0.54,-65,-0.038
-0.55,-66.1,-0.038
-0.55,-66.6,-0.039
-0.56,-66.6,-0.039
-0.56,-66.5,-0.039
-0.56,-66.5,-0.039
-0.56,-67,-0.039
-0.57,-67.3,-0.04
-0.57,-67.1,-0.04
-0.56,-66.9,-0.039
-0.55,-67,-0.039
-0.56,-67.3,-0.039
-0.58,-67.7,-0.04
-0.58,-67.9,-0.041
-0.59,-68.3,-0.041
-0.6,-68.3,-0.042
-0.59,-68.2,-0.042
-0.6,-68.2,-0.042
-0.6,-68,-0.042
-0.6,-67.9,-0.042
-0.6,-67.7,-0.042
-0.61,-68.1,-0.042
-0.61,-68.9,-0.043
-0.61,-69.1,-0.043
-0.62,-68.8,-0.044
-0.63,-68.2,-0.044
-0.62,-66.3,-0.043
-0.62,-64.9,-0.043
-0.63,-64.1,-0.044
-0.63,-63.8,-0.044
-0.64,-63.3,-0.045
-0.65,-62.4,-0.045
-0.65,-61,-0.046
-0.66,-60,-0.046
-0.66,-59.5,-0.046
-0.66,-59.5,-0.046
-0.66,-59.6,-0.046
-0.66,-59.8,-0.046
-0.66,-60.3,-0.046
-0.65,-61.1,-0.046
-0.65,-61.9,-0.046
-0.65,-62.5,-0.045
-0.64,-63,-0.045
-0.63,-63,-0.044
-0.63,-62.9,-0.044
-0.64,-62.8,-0.044
-0.64,-62.2,-0.045
-0.65,-61,-0.046
-0.66,-59.2,-0.046
-0.66,-57.5,-0.046
-0.67,-56.6,-0.046
-0.67,-55.9,-0.046
-0.66,-54.8,-0.046
-0.66,-53.8,-0.046
-0.66,-53.4,-0.046
-0.66,-52.8,-0.046
-0.65,-51.9,-0.045
-0.65,-51.7,-0.045
-0.64,-51.5,-0.045
-0.64,-51.5,-0.045
-0.62,-50.9,-0.044
-0.63,-50.4,-0.044
-0.63,-50.3,-0.044
-0.64,-50,-0.044
-0.64,-49.3,-0.044
-0.63,-48.4,-0.044
-0.62,-47.5,-0.043
-0.61,-47.3,-0.043
-0.61,-47.5,-0.043
-0.61,-47.8,-0.043
-0.61,-47.6,-0.043
-0.6,-46.4,-0.042
-0.59,-46,-0.041
-0.59,-45.9,-0.042
-0.59,-45.2,-0.041
-0.58,-44.6,-0.041
-0.56,-43.3,-0.039
-0.55,-42.6,-0.038
-0.55,-42.1,-0.039
-0.55,-41.9,-0.039
-0.55,-41.4,-0.039
-0.55,-41,-0.038
-0.54,-40.4,-0.038
-0.53,-39.5,-0.037
-0.52,-38.7,-0.037
-0.52,-38,-0.036
-0.51,-37.5,-0.035
-0.5,-37,-0.035
-0.5,-36,-0.035
-0.49,-35.4,-0.034
-0.49,-35.2,-0.034
-0.48,-34.5,-0.033
-0.47,-34,-0.033
-0.45,-33.1,-0.031
-0.44,-32.2,-0.031
-0.44,-31.7,-0.031
-0.44,-30.9,-0.031
-0.43,-30.1,-0.03
-0.43,-29.4,-0.03
-0.42,-28.6,-0.029
-0.41,-27.9,-0.029
-0.4,-27.2,-0.028
-0.4,-26.7,-0.028
-0.39,-25.8,-0.028
-0.38,-24.7,-0.027
-0.37,-23.9,-0.026
-0.37,-23.3,-0.026
-0.36,-22.8,-0.025
-0.35,-22,-0.025
-0.34,-21.3,-0.024
-0.32,-20.5,-0.023
-0.32,-19.9,-0.023
-0.32,-18.9,-0.023
-0.31,-17.7,-0.022
-0.31,-16.7,-0.021
-0.3,-16.3,-0.021
-0.29,-15.7,-0.02
-0.28,-14.5,-0.019
-0.26,-13.1,-0.018
-0.26,-12.4,-0.018
-0.25,-12.2,-0.018
-0.24,-11.4,-0.017
-0.23,-9.9,-0.016
-0.22,-8.6,-0.015
-0.21,-8.4,-0.015
-0.21,-8.2,-0.014
-0.18,-7.2,-0.013
-0.17,-6.2,-0.012
-0.17,-5.6,-0.012
-0.17,-5.1,-0.012
-0.17,-4.2,-0.012
-0.17,-3.2,-0.012
-0.16,-2.4,-0.011
-0.15,-1.3,-0.01
-0.14,-0.8,-0.01
-0.14,-0.2,-0.009
-0.13,0.5,-0.009
-0.12,1,-0.009
-0.11,1.6,-0.008
-0.11,2,-0.008
-0.11,2.3,-0.007
-0.1,2.5,-0.007
-0.09,3,-0.006
-0.07,3.5,-0.005
-0.07,4.1,-0.005
-0.06,5.7,-0.005
-0.05,7.8,-0.004
-0.03,10.5,-0.002
